source,target,relation
http://purl.obolibrary.org/obo/ODNAE_0000219,http://purl.obolibrary.org/obo/DRON_00027809,has participant
http://purl.obolibrary.org/obo/DRON_00022568,http://purl.obolibrary.org/obo/CHEBI_63610,has_proper_part
http://purl.obolibrary.org/obo/DRON_00023612,http://purl.obolibrary.org/obo/CHEBI_63629,has_proper_part
http://purl.obolibrary.org/obo/DRON_00023612,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000009918,has participant
http://purl.obolibrary.org/obo/DRON_00021489,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000009946,has participant
http://purl.obolibrary.org/obo/DRON_00021489,http://purl.obolibrary.org/obo/CHEBI_4325,has_proper_part
http://purl.obolibrary.org/obo/ODNAE_0000210,http://purl.obolibrary.org/obo/DRON_00022309,has participant
http://purl.obolibrary.org/obo/ODNAE_0000211,http://purl.obolibrary.org/obo/DRON_00022517,has participant
http://purl.obolibrary.org/obo/ODNAE_0000212,http://purl.obolibrary.org/obo/DRON_00022073,has participant
http://purl.obolibrary.org/obo/ODNAE_0000213,http://purl.obolibrary.org/obo/DRON_00022291,has participant
http://purl.obolibrary.org/obo/ODNAE_0000214,http://purl.obolibrary.org/obo/DRON_00023599,has participant
http://purl.obolibrary.org/obo/UBERON_0016880,http://purl.obolibrary.org/obo/UBERON_0000922,part of
http://purl.obolibrary.org/obo/UBERON_0016880,http://purl.obolibrary.org/obo/UBERON_0001016,has potential to develop into
http://purl.obolibrary.org/obo/UBERON_0016880,http://purl.obolibrary.org/obo/UBERON_0001016,has potential to develop into
http://purl.obolibrary.org/obo/UBERON_0016880,http://purl.obolibrary.org/obo/UBERON_0000111,existence starts during or after
http://purl.obolibrary.org/obo/ODNAE_0000215,http://purl.obolibrary.org/obo/DRON_00021698,has participant
http://purl.obolibrary.org/obo/ODNAE_0000216,http://purl.obolibrary.org/obo/DRON_00030440,has participant
http://purl.obolibrary.org/obo/ODNAE_0000217,http://purl.obolibrary.org/obo/DRON_00030440,has participant
http://purl.obolibrary.org/obo/UBERON_0016879,http://purl.obolibrary.org/obo/UBERON_0000924,develops_from
http://purl.obolibrary.org/obo/UBERON_0016879,http://purl.obolibrary.org/obo/UBERON_0016880,part of
http://purl.obolibrary.org/obo/UBERON_0016879,http://purl.obolibrary.org/obo/UBERON_0001017,has potential to develop into
